cid,submittedVideoUrl,text,label,translated_text
7.457158999000974e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"kak disekitarku banyak orang tapi aku selalu ngerasa sendiri, orang lain bahkan kluarga mereka gak peduli",1.0,"sis around me a lot of people but I always feel alone, other people and even their kluarga doesn't care"
7.439123401916466e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,gimana kalau org2 disekitar kita ld toxic semuanya..semakin merasa tertekan..,1.0,What if the people around us are LD toxic ... the more feels depressed ..
7.426346818269906e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,orng yg punya anxiety tu serba salah,1.0,Orng who has anxiety is all wrong
7.457872518734038e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sygnya gk punya org trdekat yg bisa di minta tolongin,1.0,"Syg, I don't have the closest one to ask for help"
7.424333186241381e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sayang nya orang terdekat kita lah yang bikin kita setresss,0.0,unfortunately the people closest to us are the ones who make us setresss
7.424734290041308e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,untuk konsultasi brapa ya...?,1.0,for consultation how much ...?
7.424135906737587e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"kakk...pengen cerita tapi tidak tahu mau cerita sama siapa,, karna rasanya tidak ada tempat untuk berceritaa",1.0,"Kakk ... I want a story but don't know who I want to tell you, because it feels there is no place to tell you"
7.460821372853667e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,:sayangnya orang-orang terdekat yang justru membuat mental kita sakit dan lelah,0.0,: unfortunately the closest people who actually make us mentally sick and tired
7.440690955429643e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sudah tidak punya org2 trdekat kak gmn,1.0,"No people have you, sis"
7.436723416102028e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,justru suamiku yg membuat aku gila kak,0.0,precisely my husband who made me crazy sis
7.424763732884342e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,ke psikolog mahal gak sii,1.0,to the expensive psychologist or not
7.430069663675303e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"kak,anxiety disorder bisa sembuh gk? capek banget",1.0,"Sis, can you recover anxiety? very tired"
7.457329089923728e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sayang nya ga ada orang yg bisa di ajak bantuin kita,1.0,unfortunately no one can be invited to help us
7.467208689914529e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,betul 100%,1.0,right 100%
7.42436027509208e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,aku anxiety disoder tp sama tetangga ku distigma gila krn berobat kpsikiater,0.0,"I Anxiety was soded but with my neighbor, I was a crazy dysign"
7.424853396148143e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sebenarnya apapun masalahnya hanya diri sendiri yg bisa menyembuhkan bukan orang lain dan bersyukur itu yg terpenting cobaan akan selalu datang mau kaya mau miskin sampai ajal,1.0,"Actually, whatever the problem is only yourself who can heal is not someone else and grateful that the most important trials will always come to be rich to be poor until death"
7.424358090252682e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,mental dan iman that is defferent,1.0,mental and faith that is defferent
7.424480020074415e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,trueee,1.0,TRUEEE
7.442871253864941e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,bener kk..and i need that,1.0,bener kk..and i need that
7.439940634435864e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,even my close one i cant trust to who i must reaching this,1.0,even my close one i cant trust to who i must reaching this
7.452943687908394e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,help me please .,1.0,help me please .
7.436397190924813e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,thanks for knowledge pshycologic,1.0,thanks for knowledge pshycologic
7.433099778895382e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,we are just a humans !,1.0,we are just a humans !
7.424493329746707e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,penyebab masalah mental justru orang terdekat kita,1.0,the cause of mental problems is the people closest to us
7.427063315643237e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,aku kena luka batin .,1.0,I got an inner injury.
7.424168443295335e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"ayo bersama ciptakan lingkungan yang aman, berempati, dan tidak judgemental. karena stigma ini masih banyak dari kalangan muda yang saat ini pdhl udah mulai aware sama mental health.",1.0,"Come together to create a safe, empathetic, and not judgmental environment. Because this stigma is still a lot of young people who are currently PDHL have begun to be aware of mental health."
7.424835494787548e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,mslh anxiety hnya orang tertentu yg paham,0.0,mslh anxiety is a certain person who understands
7.424680544316687e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,iy tth cantik kita kudu byk berdoa dengan bismillahirrahmanirrahim minta kuat kepada allah swt tth sehat selalu bahagia selalu sukses selalu,0.0,IY TTH Beautiful We must pray with Bismillahirrahmanirrahim asking to be strong from Allah SWT TTH healthy always happy always success
7.424330522623673e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,justru orang terdekatlah yang membuat mental kita sakit?merasa tidak baik saja dg mentalku tapi bingung kemana harus kemana kita berobat’,1.0,It is precisely the closest person who makes us mentally sick? Feeling not good with me mentally but confused where to go where we seek treatment '
7.424418000574432e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,jangan berharap kepada manusia berharap lah sama tuhan titik,1.0,Do not expect people to wish God the point of the point
7.424731777233896e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sosial anxity,1.0,sosial anxity
7.424337853298427e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,sy beberapa kmrn mengalami.. sampe skrng msih ga enak body trauma sskit hati... tiap prg ke mall takut keluar keringet gede2 tp kedinginan seolah sendirian dlm gua pdhl itu di mall.. kdang nangis ..,0.0,I have experienced a few kmrn ... until now it's still bad body trauma sskit heart ... every prg to the mall is afraid of sweeping big but cold as if alone in the cave pdhl in the mall .. kdang crying ..
7.440526886763578e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,kalo mau ke psikolog tanpa pake bpjs itu harus minta surat rujukan dulu apa bisa langsung ke rumah sakit ya? kisaran biayanya brp ya kalo mandiri?,1.0,"If you want to go to a psychologist without using BPJS, you have to ask for a referral letter first, can you go directly to the hospital? The range is how much is it independent?"
7.442562282636772e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,aku sampe ke hypnotherapy gara* ada hal yang buat aku selalu pengen nangis kalu inget,1.0,I arrived at the hypnotherapy because there was something that made me always want to cry if I remember
7.43829092424804e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"bulan depan mau ke psikolog ,aku butuh dokter",1.0,"Next month I want to go to a psychologist, I need a doctor"
7.42427732686273e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,kalau krumh skit misal mau kepsikiater itu gmn sih prosesnya,1.0,"If the Krumh Skit, for example, you want to do the Kepsikiater, the process"
7.470057547204101e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,setuju mbak,1.0,"agree, miss"
7.429712248941905e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"gue capek dikasih masalah di segala arah, orangtua, rumah tangga sendiri, keluarga suami, ekonomi, pekerjaan. sedihh bgt tapi gue gabisa nangis kenapa ya",0.0,"Gue Capek is loved in all directions, parents, their own households, husbands, economics, jobs. sad bgt but gue gabisa crying why ya"
7.448043282867373e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"wajar gk sih dok,,,dari kecil ortu aq dh cerai aq dn kedua adik lki2 ku tinggal ikut nenek,,stlh nenek mninggal kmi ikut bpak,,dn sekolah aku gk prnh didukung dn bpak kawin cerai,,,",1.0,"Naturally, doc ... from childhood, I divorced my sister and my two siblings I lived in my grandmother ,, after my grandmother left me, I went to the BPAK ,, and the school I didn't support and was supported by BPAK to marry divorced ,,,"
7.433601812228703e+18,https://www.tiktok.com/@sundarindah/video/7424130682529516805,"sll beristighfar,tarik nafas oanjang dan dalam buang dgn perlahan dan juga lepas yg kuat",1.0,"SLL is gone, take a deep breath and get rid of it slowly and even after strong"
7.346206640758212e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"who hurt you, bro?",1.0,"who hurt you, bro?"
7.346191033390302e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,be forrealll,1.0,be forrealll
7.346903151070873e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,completely agree,1.0,completely agree
7.350042083736339e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,speechless!,1.0,speechless!
7.347179737875498e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,bang double cleanings bang,1.0,bang double cleanings bang
7.346635283942622e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,battery health bwangg,1.0,battery health bwangg
7.352428526908458e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,well said buddy,1.0,well said buddy
7.34757569689605e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,based,1.0,based
7.346705959340787e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,nice oneee,1.0,nice oneee
7.349944844993627e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,realy,1.0,realy
7.346590734903051e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,a good sailor isn't born in a calm ocean.,1.0,a good sailor isn't born in a calm ocean.
7.346234604925879e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,hard to repost,1.0,hard to repost
7.34709844641294e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,louder bro,1.0,louder bro
7.321054256936191e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"gue kuliah di psikologi, dan banyak org gagal paham soal ""peduli mental health""",1.0,"I went to psychology, and many people failed to understand ""Mental Health Care"""
7.346140261342971e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"ni maksud abangnya itu jangan terlalu fokus sama mental health, kayak kalo lu cape ya mending istirahat, jadi jangan jdi org yg gampang tumbang.",1.0,"This is the purpose of his brother, don't focus too much with mental health, like if you are tired, it's better to rest, so don't be an easy to fall."
7.345814824967964e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"yuk main ke rsj bang, ngobrol sama pasien sini",1.0,"Yuk Play To RSJ Bang, Terbrol Same Patients Here"
7.320973576289502e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"anak tahun 2000 sih, apa"" mental health, kita yang dari dlu mainnya metalslug biasa aja",1.0,"Children in 2000 anyway, what ""mental health, we are from the usual metalslug"
7.346249153746191e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,pernah kesepian dan sakit perut karena ga bisa beli makan bro?,1.0,Have you ever been lonely and stomach ache because you can't buy food bro?
7.320976714371827e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,elmer kah,1.0,Elmer
7.320977458646697e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,nah mulai,1.0,So start
7.346788855595714e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,abangnya yg ngomong gw yg malu,0.0,his brother who said I was embarrassed
7.3209525610535e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"waktu bokap gue meninggal, gue mikir kalo nyerah gabisa sekolahin adik gue dan biayain hidup nyokap juga. hidup terus berputar mending lawan bener",1.0,"When I passed away, I thought if Gabisa's school was my sister's school and Biayain, too. Life continues to rotate Bener's opponent"
7.321057335090497e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,gw harap lu sehat selalu dan berdamai ama diri lu bang,0.0,"I hope you are always healthy and make peace with you, sir"
7.320975966419027e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"mental health emang ada, tapi kami aja yang kuat",1.0,"Mental health is there, but we are strong"
7.321236609823196e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,anjirr faktaa buat anak gen z,1.0,anjirr facts for children gen z
7.321036833982678e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"mental health itu sebenernya penting banget... cuma ya gitu, karena mungkin kebiasaan atau lingkungan, jadi mental health nya lemah...",0.0,"Mental health is actually very important ... just like that, because maybe a habit or environment, so the mental health is weak ..."
7.345853818511181e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,penting buat mikirin mental health. tapi penting juga buat mikirin solusi dari setiap masalah. karena mental health gak cukup dipikirin tapi dicari akarnya kenapa bisa kna mental. y kelarin masalahnya,1.0,It is important to think about mental health. But it is also important to think about the solution of every problem. Because mental health is not enough to think about but the root is looking for why it can be mentally. Y is after the problem
7.3468475462647e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,mental health gw tergantung dompet health,1.0,Mental Health I depend on the Health Wallet
7.346238003700041e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"bukan salah mental health nya, tapi cara pandang orang orang masih pada salah terhadap issue ini",1.0,"It's not the mental health, but the perspective of people is still wrong with this issue"
7.346265317201937e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"tonton videonya ampe akhir, serep bener2 kata2 abangnye. bener kita harus kuat ngadepin dunia tpi bukan berati kita kudu tolak apa yg ati kita rasa bang, buat yg baca dan merasa",1.0,"Watch the final amp video, dice bener2 words. Bener we have to be strong in the world but we do not want to reject what we feel, to read and feel"
7.320977866006939e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"perlu di garis bawah istirahat , sebenernya yg bilang mental health itu perlu istirahat dulu sebelum bangkit lg",1.0,"Need to be in the lower line of rest, actually those who say mental health need to rest first before rising again"
7.349902579277743e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"intinya :""laa yukallifullahu nafsan illa wus'ahaa"" (allah tidak membebani seseorang, kecuali menurut kesanggupannya).",1.0,"The point: ""laa yukallifullahu nafsan illa wus'ahaa"" (Allah does not burden someone, except according to his ability)."
7.346571017827927e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,mental healt cuma berlaku di zaman gen z,0.0,Mental Healt only occurred in the age of Gen Z
7.346628814632912e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"ta— tapi... mental health yang baik itu berarti lo bisa bertahan dan menghadapi ujian hidup yang kuat... sama aja kayak orang yang bilang ""gak mau capek2, gak sehat"", jadinya gak olahraga dan jadinya-",1.0,"Ta— But ... a good mental health means you can survive and face a strong life test ... just like someone who says ""don't want to be tired, not healthy"", so it doesn't exercise and becomes-"
7.349120147175884e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,tebak generasi,1.0,Guess generation
7.346849483743184e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,gw mh metal health,0.0,gw mh metal health
7.349259341651133e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,betul!!!,1.0,That's right !!!
7.346575680924141e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"mungkin banyak yg salah ngartiin, tp justru tujuan perduli kesehatan mental, ke psikolog itu ya biar kuat, biar ga gampang tumbang, kalo dipikir2 orang yang bundir karena masalah ini itu, mentalnya(1)",1.0,"Maybe a lot is wrong to mean, but it is precisely the purpose of caring for mental health, to the psychologist so that it is strong, so it is not easy to fall, if you think about people who are bundled because of this problem, mentally (1)"
7.350276630570862e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"setuju, gak usah minta cobaan nya dikurangin, gw selalu minta bahu gw dan badan gw kuat sama allah, thats it, feel the pain !",0.0,"Agree, no need to ask for the trial to be reduced, I always ask my shoulders and my body strong with God, that it, feel the pain!"
7.346715147682022e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"bapak gw meninggal, trus gw kena phk adek gw masuk rs, gw jadi tulang punggung disaat berdekatan kalo mikirin mental health gak hidup keluarga gw",1.0,"My father died, then I was laid off my brother in the hospital, I became the backbone when I was close to thinking about mental health, I didn't live my family's life"
7.346286701876282e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"yaahh dari mindset sendiri sihh, karena pikiran itu mempengaruhi semua, ketika kita bilang gak bisa maka kita tidak bisa. so buat dirimu terbiasa dgn masalah",1.0,"Well, from the mindset itself, because the mind affects all, when we say we can't, we can't. so for you to get used to problems"
7.346291367545652e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,“lose streak 10x” wah mental gw kena,0.0,"""Lose Streak 10x"" wow, my mentality was hit"
7.451109836501517e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,hidup bukan tentang bagaimana kamu mengubah persekitaranmu tapi tntang bagaimana persekitaran mengubahmu,1.0,Life is not about how you change your environment but how the environment changes you
7.340433630097933e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"kemarin saya ke psikolog, tapi kok berasa belum plong ya, banyak yang belum terjawab...ujung-ujungnya kita cari jawaban dan penyelesaian sendiri",1.0,"Yesterday I went to a psychologist, but how come I don't feel plong yet, many have not been answered ... in the end we are looking for answers and self-settlement"
7.329141427099534e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"ngingetin orang gini, tapi ternyata aku yang kaya gini",1.0,"remind people like this, but it turns out I'm the one like this"
7.471803365098751e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,ketika kita sedihh kan harus menangis tapi sering kali di tahan karna malu tapi kalo kita nonton semacam flim² sedih ngebantu gak sih dok,0.0,When we are saddened to cry but often it is shy but if we watch it kind of sad to help
7.329180919176201e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,kak maaf mau tanya apakah seorang psikolog atau seorang konselor itu bisa membantu permasalahan dirinya sendiri yang sedang di hadapi?,1.0,"Sorry, I want to ask whether a psychologist or a counselor can help his own problem being faced?"
7.329155054002718e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"emosi itu harus di ekspresikan.. tapi, aku kalau bahagia nangis, kalau terharu nangis, kalau marah nangis, kalau nangis ya nangis. emosi aku cma nangs",0.0,"Emotions must be expressed ... But, if I am happy to cry, if I'm touched, if you are angry, you cry, if you cry, you will cry. my emotions cma nangs"
7.329374469184488e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"tapi enak dipendem lah,soalnya kalo cerita juga gak ada yg denger",1.0,"but it's nice to be calm, because if the story is also no one hears"
7.33661671218181e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tpi dok ssh bgt tau ngasih tau sesuatu itu ke org krna pasti ad yg ngebuat kita jdi nyesal krna ngasih tau,1.0,but dok ssh bgt know what to do with it to people because of the fact that we are doing it.
7.329270411879187e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tpi terkadang ada beberapa alasan yang membuat kita mendam dok,1.0,but sometimes there are some reasons that make us dock
7.329382123008312e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"bener juga sih, tp kadang kita mikir “lah diungkapkan pun ga ada yg bisa ngerasain” jd dipendam sendiri aja mungkin lebih baik.",1.0,"That's right, but sometimes we think ""even revealed no one can feel it"" so it is buried alone, maybe it's better."
7.329501669086086e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,brobat ke psikolog bisa pke bpjs gasih??,1.0,Brobat to a psychologist can BPJS Gasih ??
7.329248684602967e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,masalahnya keluarga ku ga mau tau kak.. dari kecil kebiasaan mendem emosi. alhasil sekarang dalam kondisi ngurung diri dikamar.. dan takut ketemu ortu. bahkan sampai di tahap nunduk dan sebisa-,1.0,The problem is that my family doesn't want to know sis ... from childhood the habit of memem emotions. As a result now in a state of confusion in the room ... and afraid of meeting parents. even to the stage of bowing and as much as
7.329125761514751e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"banyak dipendam, banyak luka, banyak yg berontak di dalam hati. tapi tidak bisa diungkapkan. jadinya setiap ada masalah sedikit aja langsung nethink",1.0,"Many are buried, many wounds, many who rebel in the heart. But it can't be revealed. so every time there is a problem just a little nethink"
7.329862237861348e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,sebenernya gamau mendam cuman gatau cara ngeluarin perasaannya,1.0,"Actually, I just got it, but I don't know how to get out his feelings"
7.346595134085039e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,andai ada psikolog yg bisa konsul gratis,1.0,if there is a psychologist who can consul free
7.329169403131168e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,aku cerita nya selalu ke diri sendiri,1.0,I always tell myself to myself
7.329170168872846e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"cara gw ngatasin pas emosi diem ato ngga tidur, trus kalo ngga gw cari kesibukan dikampus atau lainnya biar jadi lupa. tpi akhirnya malah tumbang",0.0,"How to overcome my emotions when I don't sleep, then if I'm not looking for a busyness in campus or other so that I forget. but finally even collapsed"
7.329521616173008e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"kak maaf, aku dari kecil udau di ajarkan untuk menyimpan rasa emosional entah marah, sedih, senang. jadi sampai dewasa susah buat eress my feeling.",1.0,"Sorry, I was taught from a young age to keep emotional a sense of angry, sad, happy. So until adulthood is difficult to make my feelings."
7.329150994187716e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"kak tapi aku selalu takut buat cerita apapun, even itu ke temen deket aku",1.0,"sis, but I'm always afraid to make any story, the event is to my close friend"
7.330038964278265e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"pernah bgt nahan nangis pdhl udh mau keluar air mata ini,trs kepikiran klo misal saat itu jg nangis bkl dibilang baper",1.0,"I have been crying, I want to come out of these tears, then I thought that for example at that time it was also crying for baper"
7.329333574989497e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"mohon dijawab kak, aku sering memendam emosi, entah marah ataupun sedih di saat kejadian. tapi waktu aku sendirian, aku luapin sendiri, nangis sejadi",0.0,"Please answer sis, I often harbor emotions, whether angry or sad at the time of the incident. But when I was alone, I overflowed myself, crying uncontrollably"
7.329814318995277e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku ragu mau cerita, padahal aslinya aku perlu bantuan ngga harus saran tp didenger aja aku dah seneng",1.0,"I doubt I want to tell, even though the original I need help, I don't have to suggest but I just heard me happy"
7.32916449334223e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"tpi kdng cerita juga ga bisa ngatasin masalah kak, orang² kdng cuma sekedar pengen tau, jdi lbh sering memendam",1.0,"But the story is also not possible for the problem of the problem,"
7.329262102702409e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku gadibolehin nangis, katanya ngontrol emosi itu dg cara ga nangis wkwk",0.0,"I was allowed to cry, he said, controlling the emotions by not crying wkwk"
7.330074440670397e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,bener banget,1.0,right on
7.337251527834502e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tapi mau diceritakan ke siapa????????????,1.0,But who do you want to tell to ?????????????
7.329283146372744e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,yallah mudahkan rezeki aku untuk lanjut s2 psikolog,1.0,Yallah make it easier for me to make more psychologists
7.329180897108936e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku suka memendam semuanya sendiri, tapi gk semuanya di pendem harus ada bagian masing2 buat bagi ke orang lain biar semuanya gak di tampung pikiran",1.0,"I like to keep everything myself, but not everything in the pendem must have their own parts for other people so that everything is not accommodated"
7.329527984917415e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"bisa konsultasi online gaa siih, butuh bgt psikolog online daripada dipendam sendiri",1.0,"can consult online gaa siih, it takes a very online psychologist rather than being buried alone"
7.33104020844608e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku open konseling online kok, cek di link bio ku ya",1.0,"I open online counseling, check in my bio link"
