cid,submittedVideoUrl,text
7.346705959340787e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,nice oneee
7.349944844993627e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,realy
7.346590734903051e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,a good sailor isn't born in a calm ocean.
7.346234604925879e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,hard to repost
7.34709844641294e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,louder bro
7.321054256936191e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"gue kuliah di psikologi, dan banyak org gagal paham soal ""peduli mental health"""
7.346140261342971e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"ni maksud abangnya itu jangan terlalu fokus sama mental health, kayak kalo lu cape ya mending istirahat, jadi jangan jdi org yg gampang tumbang."
7.345814824967964e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"yuk main ke rsj bang, ngobrol sama pasien sini"
7.320973576289502e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"anak tahun 2000 sih, apa"" mental health, kita yang dari dlu mainnya metalslug biasa aja"
7.346249153746191e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,pernah kesepian dan sakit perut karena ga bisa beli makan bro?
7.320976714371827e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,elmer kah
7.320977458646697e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,nah mulai
7.346788855595714e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,abangnya yg ngomong gw yg malu
7.3209525610535e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"waktu bokap gue meninggal, gue mikir kalo nyerah gabisa sekolahin adik gue dan biayain hidup nyokap juga. hidup terus berputar mending lawan bener"
7.321057335090497e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,gw harap lu sehat selalu dan berdamai ama diri lu bang
7.320975966419027e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"mental health emang ada, tapi kami aja yang kuat"
7.321236609823196e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,anjirr faktaa buat anak gen z
7.321036833982678e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"mental health itu sebenernya penting banget... cuma ya gitu, karena mungkin kebiasaan atau lingkungan, jadi mental health nya lemah..."
7.345853818511181e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,penting buat mikirin mental health. tapi penting juga buat mikirin solusi dari setiap masalah. karena mental health gak cukup dipikirin tapi dicari akarnya kenapa bisa kna mental. y kelarin masalahnya
7.3468475462647e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,mental health gw tergantung dompet health
7.346238003700041e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"bukan salah mental health nya, tapi cara pandang orang orang masih pada salah terhadap issue ini"
7.346265317201937e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"tonton videonya ampe akhir, serep bener2 kata2 abangnye. bener kita harus kuat ngadepin dunia tpi bukan berati kita kudu tolak apa yg ati kita rasa bang, buat yg baca dan merasa"
7.320977866006939e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"perlu di garis bawah istirahat , sebenernya yg bilang mental health itu perlu istirahat dulu sebelum bangkit lg"
7.349902579277743e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"intinya :""laa yukallifullahu nafsan illa wus'ahaa"" (allah tidak membebani seseorang, kecuali menurut kesanggupannya)."
7.346571017827927e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,mental healt cuma berlaku di zaman gen z
7.346628814632912e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"ta— tapi... mental health yang baik itu berarti lo bisa bertahan dan menghadapi ujian hidup yang kuat... sama aja kayak orang yang bilang ""gak mau capek2, gak sehat"", jadinya gak olahraga dan jadinya-"
7.349120147175884e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,tebak generasi
7.346849483743184e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,gw mh metal health
7.349259341651133e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,betul!!!
7.346575680924141e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"mungkin banyak yg salah ngartiin, tp justru tujuan perduli kesehatan mental, ke psikolog itu ya biar kuat, biar ga gampang tumbang, kalo dipikir2 orang yang bundir karena masalah ini itu, mentalnya(1)"
7.350276630570862e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"setuju, gak usah minta cobaan nya dikurangin, gw selalu minta bahu gw dan badan gw kuat sama allah, thats it, feel the pain !"
7.346715147682022e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"bapak gw meninggal, trus gw kena phk adek gw masuk rs, gw jadi tulang punggung disaat berdekatan kalo mikirin mental health gak hidup keluarga gw"
7.346286701876282e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,"yaahh dari mindset sendiri sihh, karena pikiran itu mempengaruhi semua, ketika kita bilang gak bisa maka kita tidak bisa. so buat dirimu terbiasa dgn masalah"
7.346291367545652e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,“lose streak 10x” wah mental gw kena
7.451109836501517e+18,https://www.tiktok.com/@khalidibrahimoriginal/video/7320948680704478470,hidup bukan tentang bagaimana kamu mengubah persekitaranmu tapi tntang bagaimana persekitaran mengubahmu
7.340433630097933e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"kemarin saya ke psikolog, tapi kok berasa belum plong ya, banyak yang belum terjawab...ujung-ujungnya kita cari jawaban dan penyelesaian sendiri"
7.329141427099534e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"ngingetin orang gini, tapi ternyata aku yang kaya gini"
7.471803365098751e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,ketika kita sedihh kan harus menangis tapi sering kali di tahan karna malu tapi kalo kita nonton semacam flim² sedih ngebantu gak sih dok
7.329180919176201e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,kak maaf mau tanya apakah seorang psikolog atau seorang konselor itu bisa membantu permasalahan dirinya sendiri yang sedang di hadapi?
7.329155054002718e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"emosi itu harus di ekspresikan.. tapi, aku kalau bahagia nangis, kalau terharu nangis, kalau marah nangis, kalau nangis ya nangis. emosi aku cma nangs"
7.329374469184488e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"tapi enak dipendem lah,soalnya kalo cerita juga gak ada yg denger"
7.33661671218181e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tpi dok ssh bgt tau ngasih tau sesuatu itu ke org krna pasti ad yg ngebuat kita jdi nyesal krna ngasih tau
7.329270411879187e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tpi terkadang ada beberapa alasan yang membuat kita mendam dok
7.329382123008312e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"bener juga sih, tp kadang kita mikir “lah diungkapkan pun ga ada yg bisa ngerasain” jd dipendam sendiri aja mungkin lebih baik."
7.329501669086086e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,brobat ke psikolog bisa pke bpjs gasih??
7.329248684602967e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,masalahnya keluarga ku ga mau tau kak.. dari kecil kebiasaan mendem emosi. alhasil sekarang dalam kondisi ngurung diri dikamar.. dan takut ketemu ortu. bahkan sampai di tahap nunduk dan sebisa-
7.329125761514751e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"banyak dipendam, banyak luka, banyak yg berontak di dalam hati. tapi tidak bisa diungkapkan. jadinya setiap ada masalah sedikit aja langsung nethink"
7.329862237861348e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,sebenernya gamau mendam cuman gatau cara ngeluarin perasaannya
7.346595134085039e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,andai ada psikolog yg bisa konsul gratis
7.329169403131168e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,aku cerita nya selalu ke diri sendiri
7.329170168872846e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"cara gw ngatasin pas emosi diem ato ngga tidur, trus kalo ngga gw cari kesibukan dikampus atau lainnya biar jadi lupa. tpi akhirnya malah tumbang"
7.329521616173008e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"kak maaf, aku dari kecil udau di ajarkan untuk menyimpan rasa emosional entah marah, sedih, senang. jadi sampai dewasa susah buat eress my feeling."
7.329150994187716e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"kak tapi aku selalu takut buat cerita apapun, even itu ke temen deket aku"
7.330038964278265e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"pernah bgt nahan nangis pdhl udh mau keluar air mata ini,trs kepikiran klo misal saat itu jg nangis bkl dibilang baper"
7.329333574989497e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"mohon dijawab kak, aku sering memendam emosi, entah marah ataupun sedih di saat kejadian. tapi waktu aku sendirian, aku luapin sendiri, nangis sejadi"
7.329814318995277e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku ragu mau cerita, padahal aslinya aku perlu bantuan ngga harus saran tp didenger aja aku dah seneng"
7.32916449334223e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"tpi kdng cerita juga ga bisa ngatasin masalah kak, orang² kdng cuma sekedar pengen tau, jdi lbh sering memendam"
7.329262102702409e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku gadibolehin nangis, katanya ngontrol emosi itu dg cara ga nangis wkwk"
7.330074440670397e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,bener banget
7.337251527834502e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tapi mau diceritakan ke siapa????????????
7.329283146372744e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,yallah mudahkan rezeki aku untuk lanjut s2 psikolog
7.329180897108936e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku suka memendam semuanya sendiri, tapi gk semuanya di pendem harus ada bagian masing2 buat bagi ke orang lain biar semuanya gak di tampung pikiran"
7.329527984917415e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"bisa konsultasi online gaa siih, butuh bgt psikolog online daripada dipendam sendiri"
7.33104020844608e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"aku open konseling online kok, cek di link bio ku ya"
7.329370975182177e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,apakah sabar memendam emosi? apakah memendam emosi sabar? kdg kita mau luapin emosiii tp disuruh sabar mulu.
7.361782857785066e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,of course
7.410184087719347e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"my favorite words..""im fine"""
7.329198321498818e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"gabissaaa,uda terbiasaa mendem semuaanya"
7.329124868611622e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,kak thank you so much selalu bikin edukasi buat anak anak yang butuh konsul tapi terhalang biaya
7.329129121211106e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,tapi gmn klo lingkungan atau situasi memaksa kita untuk memendam.
7.329182658235778e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,aku bangettttt jadinya justru berdampak selalu ngungkit masalah yg udh lalu
7.331180714962404e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"apapun masalahnya, nangis solusinya"
7.334010718989469e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"klo mau cerita pun, kesiapa?"
7.330177740399773e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"tapi semakin aku meluapkan emosi , aku semakin marah semakin menjadi-jadi"
7.329741177938593e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"tapi kadang abis cerita kaya berasa oversharing,jadi kayak duh harusnya ga cerita begini malah jadi kayak berdosa bgt gitu."
7.33019412274743e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,salah satu alasan memendam sendiri adalah gak pernah di dengar
7.336452192842745e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,sumpah...rasanya ga bs dijelaskan dengan kata kata... ketawa/senyum didepan orang tapi hatiku ancur sehancur hancurnya.
7.329137739630511e+18,https://www.tiktok.com/@sundarindah/video/7329123581722447110,"psikolog juga manusia, boleh kan yaaa kita juga down semangat trs kak indah sehat2 yaaa"
7.120580552033306e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,aku takut mati tapi juga takut untuk hidup.
7.121305886904436e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,i feel you
7.120690277640521e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,this kind of feeling is the worst thing ever. im still trying to be positive about everything and find reasons to feel alive.
7.120603900125939e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"yeah, berasa worthless, ga ada perannya di bumi, gue hilang, gue mati pun, kehidupan yg lain ttp berjalan baik"
7.120577119315543e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,pernah cerita kyk gini ke orang tp malah dibilang banyakin sholat sama doa
7.120646786859107e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,been through this moment probably 3 years ago. but thank you for my best friend always given me streght through hard time in my life.
7.120599890992645e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"kalo saya gak ada, kayanya gak pengaruh ya"
7.120564345847186e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"bener banget, kaya kematian menjadi topik diisi kepala setiap hari."
7.12130603397705e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,minta pertolongan ketika kamu merasa itu dibutuhkan yaa
7.120590115210216e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"beneran? klo pas mikir gitu butuh bantuan? aku pengen juga ke pksiater, tpi takut di bilang self diagnose"
7.120606714962314e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,ini yg dirasain.. harus ngapain dan harus lakuin apa buat cari pertolongannya?
7.12064039624152e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,2016 entah mengapa merasa bahwa hidup tidak lama lagi bahkan gak tau besok masih ada atau enggak. 2022 masih hidup takut mati
7.121683593784919e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,kalau tau hidup se pahit sm sesusah ini mending ga usah lahir aja aku
7.120643857423697e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,gue yg stiap ke kubran slalu cari² tempt kosong slalu mikir nanti klo gue mati di kubur sblah mana ya? slalu terlntas pikirn itu setiap ke kubrn
7.120638252020893e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,bgaimna caranya mencari pertolongan namun tidak punya biaya
7.121336894521492e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"sering ngerasa gini, takut mati sampai gaberani pejam mata, sering cemas, gemetaran, sesak nafas, mudah kagetan"
7.120607982601684e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"pernah ada diposisi ini, tapi skrng udah ngga, gatau kenapa tiba² kepikiran ""klo gue mati nanti ga bisa main hp, ga bisa nonton film, ga bisa makan-"
7.129158523975878e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,sudah pernah mengalaminya selama bertahun-tahun dan ga punya ilmu tentang ini.
7.120591611452982e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"bener bgt... apalagi di tinggal kedua ortu meninggal, it's painful tapi mengantarkan aku pada hidayah & mempersiapkan bekal amal utk akhirat"
7.437447070078666e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,kemanaa aku harus mencari pertolongan
7.121646409761752e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"aku lagi ngerasaann ini, dan gapunya temen yang peduli..."
7.470550087460226e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"kenapa rasanya aku hidup cuma bisa bikin orang disekitarku kecewa m, cuma bisa bikin orang yg aku sayang sedih kecewa.. semua yg ak lakuin pasti bikin kacau"
7.123164608182011e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"klo aku ada alasannya karna ga dpt2 kerja dan tidak ada perubahan dalam hidup, berusaha? tentu sudah tapi kek yg stuck disini2 aja"
7.136243765546698e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,i feel this situation right now
7.145502139191576e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"is it? wkwk kok vidio ini br lewat si woi, kmna aj selama ini:"") gw udh kek gini dr 2012"
7.137704448822461e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"benerr, pas jaman kuliah online lebih parah, gak mau bangun dri tempat tidur, gk mau ad besok"
7.149545840369206e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,"tp aq nnya k psikolog online brbeda, jwbannya jg brbeda. aq ga tw sdh wjib btuh prtolongan apa enggak. trllu tkut utk brngkt offlind, slain nyri wktu,"
7.12918957459792e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,ada solusi gak kalo uda rasain gt?
7.25004202002147e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,i hate this situation
7.170292606240835e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,gangguan gmn mksdx?
7.466826118956795e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,aku ditahun 2021 smp akhirnya memutuskan ke dokter jiwa and now alhamdulillah msh hidup..
7.147358265767118e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,lanjutannyaa kak
7.148097050965181e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,sering kaya gin. tiba2 banget nangis panik takut mati tapi suatu momen juga kalo bisa aku ga ada aja gimana
7.148789911884219e+18,https://www.tiktok.com/@menjadimanusia.id/video/7120510783523474690,pernah banget di posisi ini
